Nombre;Direccion;Barrio;ContactoTelefono;Categoria;Subcategoria;ContactoMail;Descripcion;lon;lat;Autoridades
GEOFANS;Tupac Amaru 1377;Vicente Lopez;153381220;Participacion Social;Asociación Civil;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.48597;-34.5182868;
Agrupacion Scout San Patricio N° 14;Guemes 2560;Florida;4718-0959;Participacion Social;Scout;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4922483;-34.5363506;
Rotary Club de Florida;Warnes 1350;Florida;47979002;Participacion Social;Rotary Club;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4973434;-34.5324074;
Sumando Solidaridad;Valentin Vergara 3218;Florida;4760-1304;Participacion Social;Asociación Civil;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.5038867;-34.5349803;
Caritas Argentina Filial Florida;Melo 2902;Florida;4730-0440;Participacion Social;Asociación Civil;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.497161;-34.537612;
Asociacion Familias de Esperanza;Santa Rosa 3035;Florida;;Participacion Social;Minoridad;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4999355;-34.5364826;
AMUS Asociacion Manos Unidas Solidarias;Av. San Martín 2041;Florida;4791-6125;Participacion Social;Asociación Civil;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4904407;-34.5271111;
CAME Camara Empresaria de Vicente López;Av. Maipu 1536;Florida;;Participacion Social;Camaras y Comercios;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.484344;-34.5237417;
Trazos Sociales;Libertad 2991;Florida;;Participacion Social;Minoridad;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.5030013;-34.5308116;
ASOCIACION CIVIL MADRES DEL DOLOR;FRAY J. SARMIENTO 320;Florida;3968-4082 3535-7569;Participacion Social;Salud;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4909058;-34.5329498;
P.I.B.E.S PROYECTO DE INCLUSION BARRIAL;HAEDO 2752;Florida;4760-0227 15-6431-9713;Participacion Social;Comunitario;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.495765;-34.5359001;
Asociacion Civil Cumpleaños Feliz (cumpleaños a guarderias en barrios carenciados);Las Heras 1507;Florida;;Participacion Social;Minoridad;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4798349;-34.5316416;
Asociación Ligas Amas de Casa;Caseros 307;Florida;4791139;Participacion Social;Asociación Civil;;"Lorem ipsum dolor sit amet consectetur adipiscing elit netus ante, cum primis habitasse eu malesuada montes pretium. Eros gravida urna nisi scelerisque aliquet class sed nulla, fusce dapibus convallis cubilia lacinia vivamus. Luctus imperdiet scelerisque sed gravida nostra ad primis cursus morbi interdum curabitur, tristique ac massa mauris eu fames est eros at feugiat semper, purus ultrices consequat et facilisi hendrerit taciti pulvinar integer ultricies.

Ut mattis vitae integer porttitor porta himenaeos quisque torquent, vulputate eu rhoncus leo ad litora neque, egestas eget arcu nulla donec maecenas nibh. Litora quam faucibus mus enim justo tristique tempus urna, egestas gravida vulputate iaculis integer ut facilisis dictumst, netus fringilla parturient magnis pellentesque sociis orci. Porta ut nulla eu ligula accumsan enim natoque dis dapibus ac, fringilla felis vel faucibus convallis leo pretium netus quam, molestie conubia inceptos cras proin quis habitant taciti feugiat.";-58.4802048;-34.536381;
